origin,product,perc,sum_kg_product,category
PONTEVEDRA,CAÑADILLA,0.01,2130,Marisco
PONTEVEDRA,CANGREJO,0.04,9780,Marisco
PONTEVEDRA,CARABINERO,0.01,1845,Marisco
PONTEVEDRA,CARACOLES,0.01,2749,Marisco
PONTEVEDRA,CARBONERO,0.06,15127,Pescado
PONTEVEDRA,CASTAÑA,0.01,3000,Fruta
PONTEVEDRA,CAZON,0.12,28353,Pescado
PONTEVEDRA,CAZON,0,314,Pescado congelado
PONTEVEDRA,CEBOLLA,0.02,5000,Verdura
PONTEVEDRA,CENTOLLA,0.03,7472,Marisco
PONTEVEDRA,CHERNAS,0.07,17491,Pescado
PONTEVEDRA,CHIPIRONES,0.75,183814,Pescado
PONTEVEDRA,CHIPIRONES,0.01,3000,Pescado congelado
PONTEVEDRA,CHIRLA,0.19,47230,Marisco
PONTEVEDRA,CHOCHAS,0.01,1590,Marisco
PONTEVEDRA,CIGALAS,0.03,7753,Marisco
PONTEVEDRA,CIGALAS,0.04,9300,Pescado congelado
PONTEVEDRA,COCOCHAS,0.08,20270,Pescado
PONTEVEDRA,COL CHINA,0,881,Verdura
PONTEVEDRA,COLES,0,147,Verdura
PONTEVEDRA,COLES-REPOLLO,0.03,6312,Verdura
PONTEVEDRA,COLIFLOR,0.02,4000,Verdura
PONTEVEDRA,CONCHA,0.12,29830,Marisco
PONTEVEDRA,CONEJO,2.5,616515,Pollo
PONTEVEDRA,CONGELADOS,0.01,2480,Verdura
PONTEVEDRA,CONGRIO,0.75,184525,Pescado
PONTEVEDRA,CONSERVAS,0.03,8320,Pescado
PONTEVEDRA,COQUINAS,0.07,18348,Marisco
PONTEVEDRA,CORVINA,0.14,34810,Pescado
PONTEVEDRA,CROQUETAS,0.03,6529,Pescado congelado
PONTEVEDRA,CUARTA,0.01,1500,Verdura
PONTEVEDRA,DENTON,0.1,23711,Pescado
PONTEVEDRA,DORADA,1.57,386842,Pescado
PONTEVEDRA,DORADA,0.01,3500,Pescado congelado
PONTEVEDRA,ELABORADOS,19.23,4736643,Pescado congelado
PONTEVEDRA,EMPANADILLAS,0.03,7508,Pescado congelado
PONTEVEDRA,EMPERADOR,0.01,2208,Pescado
PONTEVEDRA,ERIZO,0,41,Marisco
PONTEVEDRA,FANECAS,0.11,26838,Pescado
PONTEVEDRA,GALLINAS,0.19,47672,Pescado
PONTEVEDRA,GALLO,1.89,465708,Pescado
PONTEVEDRA,GALLOS,0.02,5700,Pescado congelado
PONTEVEDRA,GAMBA,0.06,15000,Pescado congelado
PONTEVEDRA,GAMBAS,0.08,20648,Marisco
PONTEVEDRA,GULA,0.02,5623,Pescado
PONTEVEDRA,HUEVAS,0.1,24419,Pescado
PONTEVEDRA,JIBIA,0.08,18569,Pescado
PONTEVEDRA,JIBIA,0,1000,Pescado congelado
PONTEVEDRA,JUDIA,0.08,20060,Verdura
PONTEVEDRA,JUREL,0.46,113398,Pescado
PONTEVEDRA,KIWI,27.44,6759155,Fruta
PONTEVEDRA,LANGOSTAS,0,10,Marisco
PONTEVEDRA,LANGOSTINO,0.19,47088,Marisco
PONTEVEDRA,LANGOSTINO,0.11,27077,Pescado congelado
PONTEVEDRA,LECHUGA,0.11,26550,Verdura
PONTEVEDRA,LENGUADINA,0.35,85101,Pescado
PONTEVEDRA,LENGUADO,0.53,130479,Pescado
PONTEVEDRA,LENGUADO,0.11,28000,Pescado congelado
PONTEVEDRA,LIBA,0.04,9105,Pescado
PONTEVEDRA,LISA,0.01,1530,Pescado
PONTEVEDRA,LUBINA,1.54,378840,Pescado
PONTEVEDRA,LUBINA,0.07,17850,Pescado congelado
PONTEVEDRA,MANZANA,0.13,31580,Fruta
PONTEVEDRA,MARRAJOS,0.03,8282,Pescado
PONTEVEDRA,MARUCA,0.05,12026,Pescado
PONTEVEDRA,MEJILLON,6.06,1493510,Marisco
PONTEVEDRA,MELVA,0.03,6182,Pescado
PONTEVEDRA,MERLUZA,5.2,1280165,Pescado
PONTEVEDRA,MERLUZA,2.25,554814,Pescado congelado
PONTEVEDRA,MERO,0.05,11164,Pescado
PONTEVEDRA,MUJOL,0.02,5430,Pescado
PONTEVEDRA,MUSLITOS,0.01,3264,Pescado congelado
PONTEVEDRA,NAVAJA,0.01,3621,Marisco
PONTEVEDRA,NAVAJAS,0.02,3718,Marisco
PONTEVEDRA,NECORAS,0.03,6826,Marisco
PONTEVEDRA,OSTIONES,0,150,Marisco
PONTEVEDRA,OSTRA,0.05,13215,Marisco
PONTEVEDRA,OVINO,0.04,10000,Carne
PONTEVEDRA,PALITOS,0.03,8161,Pescado congelado
PONTEVEDRA,PALOMETA,0,794,Pescado
PONTEVEDRA,PALOMETA,0.02,5000,Pescado congelado
PONTEVEDRA,PALOMETA-JAPUTA,0.2,49785,Pescado
PONTEVEDRA,PARGO,0.03,6371,Pescado
PONTEVEDRA,PATATA,0.05,11619,Patata
PONTEVEDRA,PAVO,0.06,15700,Pollo
PONTEVEDRA,PERCA,0.18,44483,Pescado
PONTEVEDRA,PERCEBE,0.01,2941,Marisco
PONTEVEDRA,PEREJIL,0.02,4000,Verdura
PONTEVEDRA,PESCADA,0,1150,Pescado
PONTEVEDRA,PESCADILLA,1.35,332477,Pescado
PONTEVEDRA,PESCADILLA,0.05,11800,Pescado congelado
PONTEVEDRA,PEZ ESPADA,0.24,58922,Pescado
PONTEVEDRA,PEZ ESPADA,0.25,60900,Pescado congelado
PONTEVEDRA,PIMIENTO,0.94,232682,Verdura
PONTEVEDRA,PLATIJA,0.03,6211,Pescado
PONTEVEDRA,POLLO,0.72,176565,Pollo
PONTEVEDRA,PORCINO,0.04,10920,Carne
PONTEVEDRA,POTA,0.01,3130,Pescado
PONTEVEDRA,PUERROS,0.03,7000,Verdura
PONTEVEDRA,PULPO,0.14,33330,Pescado
PONTEVEDRA,PULPO,0.02,4900,Pescado congelado
PONTEVEDRA,QUISQUILLA,0.01,1445,Marisco
PONTEVEDRA,RABANOS,0.01,2300,Verdura
PONTEVEDRA,RAPE,0.1,23832,Pescado
PONTEVEDRA,RAYA,0.07,16440,Pescado
PONTEVEDRA,RODABALLO,0.1,23571,Pescado
PONTEVEDRA,ROSADA,0.04,9910,Pescado
PONTEVEDRA,SABLE,0.05,11319,Pescado
PONTEVEDRA,SALEMAS,0.03,6620,Pescado
PONTEVEDRA,SALMON,1.43,351076,Pescado
PONTEVEDRA,SALMON,0.13,33120,Pescado congelado
PONTEVEDRA,SALMONETE,0.09,21406,Pescado
PONTEVEDRA,SAN,0.01,3614,Pescado
PONTEVEDRA,SARDINA,2.14,527608,Pescado
PONTEVEDRA,SARGO,0.03,8235,Pescado
PONTEVEDRA,SOLLA,0.01,3202,Pescado
PONTEVEDRA,TILAPIA,0.03,7175,Pescado
PONTEVEDRA,TOMATE,0.02,6100,Verdura
PONTEVEDRA,TRUCHA,0.44,109113,Pescado
PONTEVEDRA,VACUNO,5.02,1236610,Carne
PONTEVEDRA,VARIOS,0.04,11000,Varios
PONTEVEDRA,VIEIRAS,0.02,4751,Marisco
PONTEVEDRA,VIEIRAS,0.01,2554,Pescado congelado
PONTEVEDRA,ZANAHORIA,0.08,19400,Verdura
SALAMANCA,AÑOJO,0.21,8858,Carne
SALAMANCA,CUARTA,0.01,560,Verdura
SALAMANCA,LECHUGA,0.08,3400,Verdura
SALAMANCA,OVINO,0.32,13620,Carne
SALAMANCA,PATATA,23.52,996766,Patata
SALAMANCA,PAVO,0.03,1100,Pollo
SALAMANCA,POLLO,0.4,17020,Pollo
SALAMANCA,PORCINO,67.3,2852089,Carne
SALAMANCA,SETAS,0,50,Verdura
SALAMANCA,VACUNO,6.54,276975,Carne
SALAMANCA,ZANAHORIA,1.59,67330,Verdura
SEGOVIA,ACELGAS,0.11,39480,Verdura
SEGOVIA,ACHICORIA,0.01,3167,Verdura
SEGOVIA,AJO TIERNO,0,256,Verdura
SEGOVIA,AJOS,0.02,8264,Verdura
SEGOVIA,ALCACHOFA,0.03,9260,Verdura
SEGOVIA,AÑOJO,0.24,82940,Carne
SEGOVIA,APIO,0.06,20020,Verdura
SEGOVIA,APIONABO,0.01,1980,Verdura
SEGOVIA,BERENJENAS,0.08,28300,Verdura
SEGOVIA,BONIATOS,0.09,30580,Verdura
SEGOVIA,BORRAJAS,0,1400,Verdura
SEGOVIA,BROCOLI,0.19,66395,Verdura
SEGOVIA,CALABACIN,0.18,61745,Verdura
SEGOVIA,CALABAZA,0.1,33413,Verdura
SEGOVIA,CALABAZAS,0.04,15012,Verdura
SEGOVIA,CARLOTAS,0,200,Verdura
SEGOVIA,CEBOLLA,2,691110,Verdura
SEGOVIA,CHAMPIÑON,0.36,123850,Verdura
SEGOVIA,CHIRIVIAS,0.03,8868,Verdura
SEGOVIA,COL,0.32,109215,Verdura
SEGOVIA,COL CHINA,0.05,16319,Verdura
SEGOVIA,COLES,0.01,1989,Verdura
SEGOVIA,COLES-REPOLLO,0.34,117687,Verdura
SEGOVIA,COLIFLOR,0.53,182660,Verdura
SEGOVIA,CONEJO,0.03,12000,Pollo
SEGOVIA,CONGELADOS,1.15,398410,Verdura
SEGOVIA,CONSERVAS,0.07,25790,Verdura
SEGOVIA,CUARTA,0.21,71515,Verdura
SEGOVIA,ELABORADOS,0.22,76455,Verdura
SEGOVIA,ENDIBIA,0.09,32013,Verdura
SEGOVIA,ESCAROLAS,0.01,5000,Verdura
SEGOVIA,ESPARRAGO,0.01,2070,Verdura
SEGOVIA,ESPINACAS,0.03,9250,Verdura
SEGOVIA,FRAMBUESAS,0.03,11700,Fruta
SEGOVIA,FRESON,0.32,109570,Fruta
SEGOVIA,GROSELLA,0,820,Fruta
SEGOVIA,GUISANTES,0.03,10000,Verdura
SEGOVIA,HABAS,0.01,2000,Verdura
SEGOVIA,HUEVOS,0.77,267075,Huevos
SEGOVIA,JUDIA,0.41,143250,Verdura
SEGOVIA,LAUREL,0,1500,Verdura
SEGOVIA,LECHUGA,1.11,382922,Verdura
SEGOVIA,MAIZ,0.27,95225,Verdura
SEGOVIA,NABOS,0.28,96195,Verdura
SEGOVIA,OVINO,0.04,14510,Carne
SEGOVIA,PARAGUAYAS,0.01,2000,Fruta
SEGOVIA,PATATA,39.23,13585878,Patata
SEGOVIA,PAVO,0.03,11440,Pollo
SEGOVIA,PEPINO,0.15,53075,Verdura
SEGOVIA,PEREJIL,0.08,29280,Verdura
SEGOVIA,PIMIENTO,0.44,153653,Verdura
SEGOVIA,POLLO,1.09,378854,Pollo
SEGOVIA,PORCINO,0.55,191526,Carne
SEGOVIA,PUERROS,5.52,1911105,Verdura
SEGOVIA,RABANILLAS,0.02,5300,Verdura
SEGOVIA,RABANOS,0.06,19400,Verdura
SEGOVIA,REMOLACHA,0.79,272900,Verdura
SEGOVIA,SETAS,0.07,23390,Verdura
SEGOVIA,TIRABEQUES,0,100,Verdura
SEGOVIA,TOMATE,0.56,194803,Verdura
SEGOVIA,VACUNO,0.72,249960,Carne
SEGOVIA,ZANAHORIA,40.79,14123957,Verdura
SEVILLA,ACELGAS,0.01,1700,Verdura
SEVILLA,ACHICORIA,0,180,Verdura
SEVILLA,AJO TIERNO,0,476,Verdura
SEVILLA,AJOS,0.09,15384,Verdura
SEVILLA,ALBARICOQUE,0.2,32340,Fruta
SEVILLA,ALCACHOFA,0.17,27720,Verdura
SEVILLA,ALMENDRA,0.01,1404,Fruta
SEVILLA,AÑOJO,0.03,5500,Carne
SEVILLA,APIO,0.1,16580,Verdura
SEVILLA,APIONABO,0.01,1640,Verdura
SEVILLA,ATUN,0.08,13000,Pescado congelado
SEVILLA,BACALAO,0.04,7000,Pescado congelado
SEVILLA,BATATAS,0.12,19360,Verdura
SEVILLA,BERENJENAS,0.06,9500,Verdura
SEVILLA,BOQUERON,0.02,2500,Pescado congelado
SEVILLA,BROCOLI,0.06,10000,Verdura
SEVILLA,CABALLA,0.01,1700,Pescado congelado
SEVILLA,CACAHUETE,0.02,2808,Fruta
SEVILLA,CALABACIN,0.07,11300,Verdura
SEVILLA,CALABAZA,0.15,25199,Verdura
SEVILLA,CALABAZAS,0.07,11321,Verdura
SEVILLA,CALAMAR,0.16,25880,Pescado congelado
SEVILLA,CALAMARES,0.2,33313,Pescado congelado
SEVILLA,CEBOLLA,0.35,56250,Verdura
SEVILLA,CENTOLLOS,0.01,2000,Pescado congelado
SEVILLA,CIRUELA,0,700,Fruta
SEVILLA,CIRUELAS,0.01,1300,Fruta
SEVILLA,CODORNIZ,0.06,10000,Pollo
SEVILLA,COL,0,200,Verdura
SEVILLA,COL CHINA,0.02,2760,Verdura
SEVILLA,COLES,0,300,Verdura
SEVILLA,COLES-REPOLLO,0.12,19940,Verdura
SEVILLA,COLIFLOR,0.34,55860,Verdura
SEVILLA,CONEJO,0.11,18460,Pollo
SEVILLA,CONSERVAS,0.02,3600,Verdura
SEVILLA,CROQUETAS,0.19,30285,Pescado congelado
SEVILLA,CUARTA,0.21,33550,Verdura
SEVILLA,ELABORADOS,0.75,121331,Pescado congelado
SEVILLA,ELABORADOS,0.15,24640,Verdura
SEVILLA,EMPANADILLAS,0.21,34827,Pescado congelado
SEVILLA,ENDIBIA,0.01,1820,Verdura
SEVILLA,ESCAROLAS,0.12,19700,Verdura
SEVILLA,ESPARRAGO,0.95,154290,Verdura
SEVILLA,ESPINACAS,0.03,4500,Verdura
SEVILLA,FRESON,0.15,24700,Fruta
SEVILLA,GAMBA,0.01,2000,Pescado congelado
SEVILLA,GUINDILLAS,0,150,Verdura
SEVILLA,HINOJO,0.01,1000,Verdura
SEVILLA,JUDIA,0.84,137460,Verdura
SEVILLA,LANGOSTINO,0.05,8400,Pescado congelado
SEVILLA,LECHUGA,0.76,123049,Verdura
SEVILLA,LUBINA,0.08,13000,Pescado congelado
SEVILLA,MAIZ,0,300,Verdura
SEVILLA,MANDARINA,2.29,373340,Fruta
SEVILLA,MELOCOTON,4.78,777310,Fruta
SEVILLA,MELONES,0.3,49541,Fruta
SEVILLA,MERLUZA,0,600,Pescado congelado
SEVILLA,MORAS,0.02,2600,Fruta
SEVILLA,MUSLITOS,0.09,15143,Pescado congelado
SEVILLA,NABOS,0.03,4125,Verdura
SEVILLA,NARANJA,25.42,4136075,Fruta
SEVILLA,NECTARINA,1.29,209310,Fruta
SEVILLA,PALITOS,0.23,37856,Pescado congelado
SEVILLA,PANCHITO,0.01,1755,Fruta
SEVILLA,PARAGUAYAS,0.01,2000,Fruta
SEVILLA,PATATA,26.51,4312837,Patata
SEVILLA,PAVO,12.48,2030954,Pollo
SEVILLA,PEPINO,0.46,75080,Verdura
SEVILLA,PEREJIL,0.01,2000,Verdura
SEVILLA,PIMIENTO,0.8,129529,Verdura
SEVILLA,PISTACHO,0.01,1053,Fruta
SEVILLA,POLLO,5.22,850015,Pollo
SEVILLA,PORCINO,0.13,21520,Carne
SEVILLA,PUERROS,0.97,157500,Verdura
SEVILLA,RABANOS,0.11,17550,Verdura
SEVILLA,REMOLACHA,0.13,21880,Verdura
SEVILLA,SANDIA,1.54,250400,Fruta
SEVILLA,SARDINAS,0.01,2300,Pescado congelado
SEVILLA,TOMATE,8.04,1307654,Verdura
SEVILLA,UVA,0.05,8500,Fruta
SEVILLA,VACUNO,0.31,49740,Carne
SEVILLA,VOLADORES,0.01,1500,Pescado congelado
SEVILLA,ZANAHORIA,1.46,237050,Verdura
SORIA,ALMENDRA,0.03,732,Fruta
SORIA,CACAHUETE,0.06,1464,Fruta
SORIA,COL CHINA,0.07,1560,Verdura
SORIA,COLES-REPOLLO,0.5,11440,Verdura
SORIA,CONEJO,0.2,4600,Pollo
SORIA,CONGELADOS,3.42,77440,Verdura
SORIA,CUARTA,1.07,24240,Verdura
SORIA,ELABORADOS,0.07,1550,Verdura
SORIA,HUEVOS,0.03,640,Huevos
SORIA,LECHUGA,0.29,6520,Verdura
SORIA,MANZANA,86.39,1958192,Fruta
SORIA,OVINO,0.92,20758,Carne
SORIA,PANCHITO,0.04,915,Fruta
SORIA,PATATA,2.29,51840,Patata
SORIA,PISTACHO,0.02,549,Fruta
SORIA,POLLO,0.07,1500,Pollo
SORIA,PORCINO,1.64,37100,Carne
SORIA,SETAS,0.01,200,Verdura
SORIA,VACUNO,0.85,19228,Carne
SORIA,ZANAHORIA,2.04,46180,Verdura
STA.CRUZ DE TENERIFE,ATUN,1.21,312265,Pescado
STA.CRUZ DE TENERIFE,BONITO,0.01,1579,Pescado
STA.CRUZ DE TENERIFE,BONITO,0,600,Pescado congelado
STA.CRUZ DE TENERIFE,BOQUERON,0.03,7140,Pescado
STA.CRUZ DE TENERIFE,DORADA,0.16,40440,Pescado
STA.CRUZ DE TENERIFE,LUBINA,0.05,13820,Pescado
STA.CRUZ DE TENERIFE,PAPAYA,0.02,6140,Fruta
STA.CRUZ DE TENERIFE,PEZ ESPADA,0.06,14280,Pescado
STA.CRUZ DE TENERIFE,PLATANO,98.46,25410780,Fruta
TARRAGONA,ACELGAS,0.02,200,Verdura
TARRAGONA,ACHICORIA,0,11,Verdura
TARRAGONA,AJO TIERNO,0,10,Verdura
TARRAGONA,AJOS,0.04,340,Verdura
TARRAGONA,ALMENDRA,0.04,300,Fruta
TARRAGONA,AÑOJO,0.56,4470,Carne
TARRAGONA,ATUN,61.25,493252,Pescado
TARRAGONA,ATUN,0.37,3000,Pescado congelado
TARRAGONA,AVICOLA,0.82,6600,Pollo
TARRAGONA,BACALADILLA-LIRIO,0.01,90,Pescado
TARRAGONA,BESUGO,0.02,150,Pescado
TARRAGONA,BOQUERON,0.65,5240,Pescado
TARRAGONA,CACAHUETE,0.07,600,Fruta
TARRAGONA,CALAMAR,0.01,100,Pescado
TARRAGONA,CAÑADILLA,0.04,330,Marisco
TARRAGONA,CANGREJO,0.06,475,Marisco
TARRAGONA,CARACOLES,0.01,100,Marisco
TARRAGONA,CEBOLLA,0.1,779,Verdura
TARRAGONA,CHIPIRONES,0,5,Pescado
TARRAGONA,CIGALAS,0,24,Marisco
TARRAGONA,CONGELADOS,1.12,9000,Verdura
TARRAGONA,CORVINA,0.04,360,Pescado
TARRAGONA,DORADA,0.39,3159,Pescado
TARRAGONA,ELABORADOS,1.74,14020,Pescado congelado
TARRAGONA,ENDIBIA,0.01,109,Verdura
TARRAGONA,ESPINACAS,0.03,220,Verdura
TARRAGONA,GAMBA,0.25,2000,Pescado congelado
TARRAGONA,GAMBAS,0.12,976,Marisco
TARRAGONA,HINOJO,0.01,100,Verdura
TARRAGONA,JUREL,0.02,180,Pescado
TARRAGONA,LANGOSTAS,0.02,200,Marisco
TARRAGONA,LANGOSTINO,0.18,1460,Marisco
TARRAGONA,LECHUGA,0.02,151,Verdura
TARRAGONA,LENGUADO,0,12,Pescado
TARRAGONA,MANZANA,0.5,4000,Fruta
TARRAGONA,MERLUZA,0.01,60,Pescado
TARRAGONA,PANCHITO,0.05,375,Fruta
TARRAGONA,PATATA,0.97,7800,Patata
TARRAGONA,PAVO,10.78,86770,Pollo
TARRAGONA,PESCADILLA,0.04,290,Pescado
TARRAGONA,PISTACHO,0.03,225,Fruta
TARRAGONA,POLLO,13.54,109040,Pollo
TARRAGONA,PORCINO,4.81,38720,Carne
TARRAGONA,PULPO,0.01,100,Pescado
TARRAGONA,SALMONETE,0.09,745,Pescado
TARRAGONA,SARDINA,0.47,3800,Pescado
TARRAGONA,VACUNO,0.66,5310,Carne
TERUEL,LECHUGA,1.64,13280,Verdura
TERUEL,MANZANA,88.46,715197,Fruta
TERUEL,MELOCOTON,0.95,7680,Fruta
TERUEL,PATATA,1.65,13359,Patata
TERUEL,PERA,1.48,12000,Fruta
TERUEL,TOMATE,5.81,47000,Verdura
TOLEDO,ACEITUNAS,0.03,15050,Fruta
TOLEDO,ACELGAS,1.15,639575,Verdura
TOLEDO,ACHICORIA,0.01,4535,Verdura
TOLEDO,AJO TIERNO,0.04,20580,Verdura
TOLEDO,AJOS,1.2,666395,Verdura
TOLEDO,ALBARICOQUE,0,1860,Fruta
TOLEDO,ALCACHOFA,1.03,571227,Verdura
TOLEDO,ALMENDRA,0.02,9648,Fruta
TOLEDO,AÑOJO,0.29,159825,Carne
TOLEDO,APIO,1.34,749136,Verdura
TOLEDO,APIONABO,0.13,74089,Verdura
TOLEDO,ATUN,0,900,Pescado congelado
TOLEDO,AVICOLA,0.3,169498,Pollo
TOLEDO,BACALAO,0.53,296773,Pescado congelado
TOLEDO,BATATAS,0.08,45160,Verdura
TOLEDO,BERENJENAS,0.46,258137,Verdura
TOLEDO,BERROS,0.03,15305,Verdura
TOLEDO,BOGAVANTE,0,59,Pescado congelado
TOLEDO,BONIATOS,0.48,265825,Verdura
TOLEDO,BONITO,0.09,52445,Pescado congelado
TOLEDO,BORRAJAS,0.02,9650,Verdura
TOLEDO,BREVAS,0.03,15780,Fruta
TOLEDO,BROCOLI,2.38,1325943,Verdura
TOLEDO,CACAHUETE,0.03,19296,Fruta
TOLEDO,CALABACIN,1.87,1039025,Verdura
TOLEDO,CALABAZA,1.86,1033975,Verdura
TOLEDO,CALABAZAS,0.83,464547,Verdura
TOLEDO,CALAMAR,0.63,350734,Pescado congelado
TOLEDO,CAMARON,0,14,Pescado congelado
TOLEDO,CANGREJO,0,142,Pescado congelado
TOLEDO,CARDOS,0,2110,Verdura
TOLEDO,CAZON,0.13,73330,Pescado congelado
TOLEDO,CEBOLLA,41.33,23022061,Verdura
TOLEDO,CEREZAS,0.01,3000,Fruta
TOLEDO,CHAMPIÑON,3.38,1882169,Verdura
TOLEDO,CHIRIVIAS,0.01,6240,Verdura
TOLEDO,CIRUELA,0.05,25178,Fruta
TOLEDO,CIRUELAS,0.01,7522,Fruta
TOLEDO,COL,0.21,115500,Verdura
TOLEDO,COL CHINA,0.19,104598,Verdura
TOLEDO,COLES,0.02,10781,Verdura
TOLEDO,COLES-REPOLLO,1.36,756251,Verdura
TOLEDO,COLIFLOR,1.15,640775,Verdura
TOLEDO,CONEJO,0,513,Pollo
TOLEDO,CONGELADOS,0.41,227130,Verdura
TOLEDO,CONSERVAS,0.07,37500,Verdura
TOLEDO,CUARTA,0.23,128445,Verdura
TOLEDO,ELABORADOS,0.07,36280,Pescado congelado
TOLEDO,ELABORADOS,0.37,203470,Verdura
TOLEDO,ENDIBIA,0.08,45845,Verdura
TOLEDO,ESCAROLAS,0.07,39860,Verdura
TOLEDO,ESPARRAGO,0.23,126545,Verdura
TOLEDO,ESPINACAS,0.26,144920,Verdura
TOLEDO,GAMBA,0,2326,Pescado congelado
TOLEDO,GRELOS,0.03,15500,Verdura
TOLEDO,GUINDILLAS,0,400,Verdura
TOLEDO,GUISANTES,0,1300,Verdura
TOLEDO,HABAS,0.01,7350,Verdura
TOLEDO,HALIBUT,0.01,4023,Pescado congelado
TOLEDO,HINOJO,0,500,Verdura
TOLEDO,HUEVOS,0.06,31980,Huevos
TOLEDO,JIBIA,0.06,31721,Pescado congelado
TOLEDO,JUDIA,0.05,27739,Verdura
TOLEDO,LANGOSTINO,0.02,9460,Pescado congelado
TOLEDO,LECHUGA,0.88,491505,Verdura
TOLEDO,LENGUADO,0.03,15590,Pescado congelado
TOLEDO,MAIZ,0.02,13850,Verdura
TOLEDO,MARRAJOS,0.03,17270,Pescado congelado
TOLEDO,MERLUZA,0.23,129180,Pescado congelado
TOLEDO,NABOS,0.14,75825,Verdura
TOLEDO,NUECES,0.03,14300,Fruta
TOLEDO,OVINO,0.34,187085,Carne
TOLEDO,PANCHITO,0.02,12060,Fruta
TOLEDO,PANGA,0.02,12000,Pescado congelado
TOLEDO,PATATA,5,2787212,Patata
TOLEDO,PAVO,0.2,109510,Pollo
TOLEDO,PEPINO,0.38,214062,Verdura
TOLEDO,PERDIZ,0,1000,Pollo
TOLEDO,PEREJIL,0.08,42900,Verdura
TOLEDO,PEZ ESPADA,0.16,90380,Pescado congelado
TOLEDO,PIMIENTO,0.29,162342,Verdura
TOLEDO,PISTACHO,0.01,7236,Fruta
TOLEDO,POLLO,2.16,1203056,Pollo
TOLEDO,PORCINO,11.8,6571006,Carne
TOLEDO,PUERROS,1.21,673070,Verdura
TOLEDO,PULPO,0,454,Pescado congelado
TOLEDO,RABANILLAS,0,500,Verdura
TOLEDO,RABANOS,0.07,36340,Verdura
TOLEDO,RAPE,0.04,20655,Pescado congelado
TOLEDO,REJO,0.01,7595,Pescado congelado
TOLEDO,REMOLACHA,0.03,15750,Verdura
TOLEDO,ROMANESCU,0,200,Verdura
TOLEDO,ROSADA,0,120,Pescado congelado
TOLEDO,SALMONETES,0,2398,Pescado congelado
TOLEDO,SARDINAS,0,1500,Pescado congelado
TOLEDO,SETAS,1.08,602839,Verdura
TOLEDO,TINTORERA,0,32,Pescado congelado
TOLEDO,TOMATE,0.08,44630,Verdura
TOLEDO,VACUNO,6.87,3828853,Carne
TOLEDO,VARIOS,0.04,19700,Varios
TOLEDO,VIEIRAS,0,175,Pescado congelado
TOLEDO,VOLADORES,0.02,11153,Pescado congelado
TOLEDO,ZANAHORIA,4.02,2238580,Verdura
VALENCIA,ACEITUNAS,0,1000,Fruta
VALENCIA,ACELGAS,0.09,128100,Verdura
VALENCIA,ACHICORIA,0,360,Verdura
VALENCIA,AGUACATE,0,3500,Fruta
VALENCIA,AJO TIERNO,0,2567,Verdura
VALENCIA,AJOS,0.06,82963,Verdura
VALENCIA,ALACHA,0,767,Pescado
VALENCIA,ALBARICOQUE,0.76,1031415,Fruta
VALENCIA,ALCACHOFA,0.11,154758,Verdura
VALENCIA,ALMEJA,0,1290,Marisco
VALENCIA,ALMEJAS,0,1761,Marisco
VALENCIA,ALMENDRA,0.02,33799,Fruta
VALENCIA,ANCHOA,0,23,Pescado
VALENCIA,ANGUILA,0,61,Pescado
VALENCIA,AÑOJO,0.46,616242,Carne
VALENCIA,APIO,0.05,64883,Verdura
VALENCIA,APIONABO,0,6417,Verdura
VALENCIA,ATUN,0.07,98099,Pescado
VALENCIA,AVICOLA,0.02,29100,Pollo
VALENCIA,BACALADILLA-LIRIO,0,6656,Pescado
VALENCIA,BACALAO,0.01,9365,Pescado congelado
VALENCIA,BATATAS,0.02,21700,Verdura
VALENCIA,BERENJENAS,0.03,45739,Verdura
VALENCIA,BESUGO,0,717,Pescado
VALENCIA,BOGAVANTE,0,109,Marisco
VALENCIA,BONIATOS,0,4600,Verdura
VALENCIA,BOQUERON,0.09,128567,Pescado
VALENCIA,BOQUERON,0,860,Pescado congelado
VALENCIA,BRECAS,0,4650,Pescado
VALENCIA,BREVAS,0.01,9000,Fruta
VALENCIA,BROCOLI,0.03,40345,Verdura
VALENCIA,CABALLA,0,3700,Pescado
VALENCIA,CACAHUETE,0.05,67598,Fruta
VALENCIA,CACHUCHO,0,1400,Pescado
VALENCIA,CALABACIN,0.08,111750,Verdura
VALENCIA,CALABAZA,0.04,55035,Verdura
VALENCIA,CALABAZAS,0.02,24725,Verdura
VALENCIA,CALAMAR,0.08,104266,Pescado
VALENCIA,CALAMAR,0.15,205512,Pescado congelado
VALENCIA,CALAMARES,0,1146,Pescado congelado
VALENCIA,CANGREJO,0,88,Marisco
VALENCIA,CAQUI,0.98,1328294,Fruta
VALENCIA,CARABINERO,0,380,Pescado congelado
VALENCIA,CARACOLES,0,6331,Marisco
VALENCIA,CARDOS,0,2400,Verdura
VALENCIA,CAZON,0,4749,Pescado
VALENCIA,CEBOLLA,1.71,2311259,Verdura
VALENCIA,CEREZAS,0,6500,Fruta
VALENCIA,CHAMPIÑON,0.01,10435,Verdura
VALENCIA,CHIPIRONES,0,354,Pescado
VALENCIA,CHIPIRONES,0.02,24973,Pescado congelado
VALENCIA,CHIRIMOYAS,0,3200,Fruta
VALENCIA,CHIRIVIAS,0,600,Verdura
VALENCIA,CHIRLA,0,530,Marisco
VALENCIA,CIGALAS,0,500,Pescado congelado
